time;x;y;z
2,964;-0,93;-4,58;-0,51
2,966;-0,88;-5,06;-0,66
2,967;-0,76;-5,47;-0,99
2,968;-0,72;-5,24;-1,17
2,969;-0,71;-4,93;-1,42
2,971;-0,76;-4,58;-1,62
2,973;-0,84;-4,19;-1,73
3,008;-0,92;-3,76;-1,78
3,010;-1,03;-3,26;-1,77
3,012;-1,16;-2,85;-1,72
3,013;-1,48;-2,41;-1,40
3,014;-1,62;-2,34;-1,19
3,020;-1,77;-2,31;-0,99
3,022;-1,88;-2,27;-0,78
3,025;-1,96;-2,24;-0,59
3,026;-2,04;-2,15;-0,35
3,027;-2,09;-2,04;-0,14
3,028;-2,11;-1,88;0,01
3,051;-2,07;-1,45;0,24
3,053;-2,03;-1,23;0,34
3,053;-1,97;-1,04;0,46
3,054;-1,88;-0,88;0,55
3,055;-1,76;-0,78;0,63
3,056;-1,59;-0,73;0,71
3,080;-1,40;-0,66;0,76
3,080;-1,17;-0,51;0,83
3,081;-0,63;-0,07;0,92
3,082;-0,33;0,20;0,97
3,083;-0,02;0,50;1,00
3,086;0,26;0,87;1,05
3,112;0,54;1,29;1,10
3,113;0,77;1,72;1,12
3,114;1,00;2,09;1,14
3,116;1,18;2,39;1,20
3,117;1,52;2,77;1,28
3,119;1,66;2,89;1,30
3,121;1,78;3,03;1,30
3,144;1,88;3,18;1,28
3,146;1,99;3,30;1,27
3,147;2,09;3,40;1,26
3,148;2,20;3,41;1,23
3,150;2,31;3,29;1,15
3,151;2,50;2,71;0,88
3,157;2,57;2,34;0,69
3,187;2,59;1,94;0,47
3,189;2,58;1,51;0,23
3,190;2,54;1,07;-0,01
3,194;2,47;0,63;-0,23
3,195;2,41;0,19;-0,41
3,197;2,31;-0,18;-0,54
3,198;2,06;-0,62;-0,64
3,199;1,77;-0,80;-0,72
3,223;1,49;-0,70;-0,80
3,226;1,17;-0,46;-0,95
3,227;0,81;-0,22;-1,08
3,229;0,45;-0,03;-1,15
3,230;0,14;0,10;-1,17
3,232;-0,37;0,24;-1,15
3,233;-0,59;0,34;-1,08
3,237;-0,81;0,46;-0,98
3,272;-1,00;0,64;-0,84
3,274;-1,20;0,82;-0,71
3,275;-1,36;1,04;-0,56
3,277;-1,50;1,24;-0,41
3,278;-1,62;1,37;-0,26
3,279;-1,78;1,48;0,01
3,281;-1,80;1,45;0,09
3,282;-1,77;1,36;0,18
3,284;-1,71;1,26;0,30
3,314;-1,61;1,13;0,40
3,316;-1,49;0,97;0,50
3,317;-1,36;0,82;0,59
3,318;-1,22;0,65;0,69
3,319;-0,87;0,33;0,83
3,321;-0,62;0,30;0,83
3,324;-0,24;0,67;0,69
3,325;0,24;1,26;0,48
3,326;0,73;1,74;0,12
3,351;1,15;1,87;-0,17
3,352;1,45;1,66;-0,49
3,353;1,67;1,32;-0,79
3,355;1,71;0,47;-1,28
3,356;1,56;0,02;-1,45
3,357;1,36;-0,41;-1,56
3,401;1,15;-0,77;-1,64
3,403;0,95;-1,09;-1,71
3,404;0,76;-1,36;-1,73
3,406;0,66;-1,56;-1,74
3,407;0,55;-1,78;-1,78
3,408;0,39;-2,35;-1,89
3,409;0,35;-2,62;-1,96
3,411;0,29;-2,87;-2,00
3,413;0,25;-3,05;-2,04
3,414;0,21;-3,11;-2,12
3,416;0,19;-3,08;-2,18
3,418;0,19;-2,91;-2,24
3,439;0,19;-2,70;-2,31
3,444;0,24;-2,27;-2,41
3,445;0,26;-2,24;-2,16
3,446;0,47;-2,33;-1,82
3,448;0,65;-2,25;-1,43
3,449;0,83;-1,88;-0,93
3,486;1,00;-1,29;-0,42
3,488;1,18;-0,73;0,05
3,489;1,35;-0,27;0,39
3,490;1,48;0,31;0,75
3,491;1,48;0,42;0,84
3,492;1,46;0,40;0,90
3,497;1,43;0,28;0,91
3,499;1,39;0,08;0,93
3,500;1,40;-0,03;0,93
3,501;1,40;-0,03;0,95
3,514;1,43;0,01;0,97
3,515;1,51;0,32;1,00
3,517;1,55;0,63;1,03
3,524;1,61;0,95;1,09
3,528;1,68;1,24;1,20
3,529;1,75;1,45;1,33
3,558;1,85;1,55;1,44
3,559;1,93;1,56;1,52
3,561;2,02;1,56;1,58
3,562;2,12;1,47;1,66
3,563;2,17;1,45;1,76
3,565;2,39;2,49;1,90
3,567;1,91;1,33;1,96
3,568;1,50;0,39;2,04
3,571;1,19;-0,36;2,17
3,578;0,95;-0,71;2,26
3,627;0,73;-0,88;2,34
3,628;0,22;-0,89;2,38
3,630;-0,19;-1,27;2,32
3,631;-0,42;-1,57;2,33
3,633;-0,59;-1,78;2,38
3,634;-0,79;-1,93;2,44
3,636;-1,00;-1,98;2,48
3,637;-1,21;-1,94;2,48
3,638;-1,65;-1,56;2,39
3,640;-1,91;-1,26;2,31
3,641;-2,16;-0,96;2,23
3,643;-2,40;-0,67;2,10
3,644;-2,63;-0,41;1,98
3,646;-2,84;-0,21;1,82
3,683;-3,01;0,03;1,65
3,685;-3,09;0,35;1,27
3,686;-2,52;2,06;0,38
3,687;-2,07;2,73;0,22
3,688;-1,65;3,43;0,08
3,689;-1,19;3,99;-0,08
3,691;-0,77;4,25;-0,21
3,692;-0,36;4,36;-0,36
3,693;0,03;4,45;-0,46
3,729;0,42;4,54;-0,54
3,731;1,13;4,81;-0,62
3,732;1,47;4,96;-0,63
3,734;1,77;5,10;-0,63
3,735;2,04;5,24;-0,60
3,736;2,32;5,34;-0,58
3,738;2,57;5,42;-0,49
3,739;2,81;5,53;-0,36
3,741;3,01;5,66;-0,15
3,744;3,15;5,90;0,41
3,774;3,13;5,92;0,63
3,776;3,08;5,85;0,81
3,777;2,98;5,72;0,95
3,778;2,83;5,56;1,03
3,781;2,65;5,56;1,13
3,783;2,48;5,57;1,22
3,784;2,31;5,47;1,30
3,785;1,97;4,92;1,44
3,787;1,80;4,30;1,47
3,810;1,61;3,60;1,52
3,812;1,35;3,08;1,60
3,814;1,09;2,66;1,65
3,815;0,84;2,26;1,70
3,816;0,62;1,92;1,74
3,817;0,44;1,60;1,79
3,871;0,13;1,17;1,87
3,875;0,01;0,95;1,92
3,882;-0,08;0,78;1,98
3,883;-0,17;0,62;2,05
3,885;-0,25;0,54;2,15
3,886;-0,28;0,48;2,24
3,888;-0,31;0,44;2,34
3,890;-0,31;0,48;2,43
3,891;-0,22;0,75;2,54
3,893;-0,13;0,89;2,57
3,894;-0,08;1,03;2,58
3,895;-0,03;1,15;2,57
3,896;0,00;1,24;2,55
3,898;0,02;1,34;2,54
3,899;0,01;1,49;2,47
3,900;-0,01;1,69;2,40
3,903;0,06;2,05;2,15
3,924;0,09;2,25;2,01
3,926;0,13;2,48;1,84
3,927;0,17;2,64;1,68
3,930;0,23;2,75;1,49
3,931;0,30;2,83;1,30
3,933;0,37;2,87;1,12
3,988;0,39;3,00;0,94
3,990;0,25;3,47;0,63
3,992;0,10;3,71;0,48
3,996;-0,10;3,86;0,33
3,997;-0,26;4,04;0,16
3,999;-0,45;3,94;0,02
4,000;-0,74;3,95;-0,18
4,002;-0,87;3,88;-0,37
4,003;-0,93;3,85;-0,56
4,005;-0,94;3,81;-0,86
4,006;-0,94;3,86;-0,93
4,007;-0,91;4,00;-0,96
